Группа,Режим,Метрика,Сравнение,Mean diff (L-R),Cliff's delta,p raw,p Holm,significant<0.05,Предпочтительная архитектура
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),0.6849,0.9928,1.21e-17,1.21e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.1402,-0.4824,3.27e-05,6.55e-05,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.0983,-0.3304,0.0045,0.0045,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.4527,0.9968,8.99e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.1744,0.5304,4.94e-06,1.48e-05,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.8251,-1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.7832,-1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.2321,-0.9200,2.29e-15,1.83e-14,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.5105,-0.9576,1.60e-16,1.44e-15,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.0419,0.5496,2.22e-06,8.87e-06,True,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.5930,1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.3146,0.7936,8.19e-12,4.91e-11,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Вычислительная цена, с/поимку",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.5510,1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Вычислительная цена, с/поимку",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.2727,0.6784,5.14e-09,2.57e-08,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Вычислительная цена, с/поимку",ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.2784,-0.8464,3.09e-13,2.17e-12,True,ANN_SOFT_SATED_V3_1
